Run,UnixTime_midRun,runduration,Activity_mBq_per_m3,Uncertainty_mBq_per_m3,A_fit_T_cont,SE_A_fit_T_const, A_stat, SE_A_stat, Chi2,Ndf,Prob,TotEntry,mean_alpha_range,SE_mean_alpha_range
1673,1746168041,36600.700,79.508461230,2.257402350,78.785921594,2.189448453,78.583412080,2.088330615,46.905748605,47,0.476430623,1416,245.9300367178,1.8716367730
1683,1746226426,33731.000,83.207461800,2.408216657,82.847385879,2.352565278,83.462431670,2.241864802,43.145260232,47,0.632957526,1386,247.6829014539,1.9712638774
1684,1746261671,35575.000,90.371465460,2.391973139,90.452301021,2.253010888,88.899787700,2.252975233,40.699037381,47,0.729670043,1557,245.0815210809,1.8354977896
1687,1746302454,43201.000,83.472409158,2.113579560,83.538817710,2.062513407,83.691860507,1.983687339,48.452996528,47,0.414102671,1780,247.9274874391,1.7384846850
1688,1746337961,27792.000,79.865382460,2.565925490,79.053676410,2.518631177,79.006516367,2.402979500,31.741687457,47,0.956841095,1081,245.3687386789,2.2225775463
1689,1746361540,18185.200,82.314472852,3.151502994,82.437761216,3.101880238,82.096809071,3.028186422,45.290054804,47,0.543602010,735,249.3300541695,2.7855855884
1692,1746393379,43201.000,80.362669345,2.080272203,80.755313548,2.030514667,81.293947650,1.955062821,48.896734721,47,0.396789879,1729,250.0051543653,1.8150246686
1693,1746436589,43201.000,87.751078989,2.145632565,87.698049431,2.104544142,87.735399835,2.031042634,33.955294342,47,0.922844090,1866,249.1616778113,1.7747180559
1696,1746481023,43201.000,89.493620637,2.236538345,89.630887765,2.164518072,90.368402188,2.061293871,55.756904397,47,0.178697538,1922,251.8132128562,1.6753043530
1697,1746521539,37812.400,93.053035096,2.412848340,92.728117819,2.352747296,93.416234755,2.240126623,30.206779161,47,0.972885824,1739,250.5132496935,1.7718141673
1700,1746552915,22705.000,97.431456337,3.135814069,96.507119702,3.079523703,96.618272742,2.940000414,33.085108338,47,0.937870103,1080,250.8852405312,2.1867887208
1701,1746567614,5624.000,94.380909204,7.705840347,85.365322766,6.653488396,92.098358237,5.767422910,33.731821741,47,0.926917245,255,245.8870804645,4.6178733898
1702,1746571164,419.000,115.219564081,28.360622033,110.917406183,27.356190369,121.194526352,24.238905270,36.389630581,47,0.868518434,25,245.5554348036,15.0639213355
1703,1746593538,43201.000,91.071107652,2.222421581,90.926861304,2.170698805,91.496831768,2.074123624,53.709197206,47,0.232811318,1946,248.5389651685,1.6659524210
1704,1746624178,18061.900,103.335289175,3.686324354,103.400703760,3.589478087,104.361800410,3.425843935,55.916784616,47,0.174884921,928,244.6439190134,2.4677155343
1707,1746634688,580.000,128.040989849,66.162684714,118.543003019,20.297580232,115.569428681,20.118055245,30.689834646,47,0.968428591,33,247.0513304008,13.8115094764
1708,1746657426,43201.000,104.489112724,2.373935111,104.455694776,2.298639043,103.956575046,2.210841415,56.648693605,47,0.158181272,2211,246.2206799971,1.5658337535
1709,1746698834,39600.800,93.021284784,2.316522783,92.895411667,2.245403668,91.762112082,2.169492888,33.756503322,47,0.926474742,1789,249.5523384437,1.7141089345
1712,1746741359,43201.000,85.746804504,2.190166676,85.769876715,2.124366179,86.701006053,2.019034215,37.942437609,47,0.824340598,1844,249.1589815056,1.6762770107
1713,1746773546,21154.000,88.744354752,3.201012947,89.408299854,3.083643452,90.163365118,2.942370218,52.571425240,47,0.267111845,939,247.1932667701,2.3243114546
1724,1746831764,43201.000,84.317854164,2.189818117,83.756611820,2.115954176,84.726254289,1.995908435,41.030282848,47,0.717129038,1802,245.8511375480,1.7579417457
1725,1746870905,35061.600,104.691338347,2.614344883,104.366578775,2.568135542,104.626822295,2.461977968,43.383821636,47,0.623133049,1806,247.0543719180,1.7127144068
1728,1746917634,56209.500,103.076458694,2.105049508,103.003039764,2.035839406,103.712044245,1.935923743,53.413710521,47,0.241431500,2870,247.9778376801,1.3477751346
1730,1746960131,28442.400,100.847600479,2.710843255,100.950546707,2.694619483,99.981308410,2.672112865,47.018573515,47,0.471800896,1400,247.3295611055,1.9731395546
1733,1746997035,43201.000,92.909069563,2.234447939,93.528307597,2.166993680,93.565619331,2.097441025,30.557564291,47,0.969700460,1990,247.4270847666,1.6256636967
1734,1747034973,14654.000,97.212357497,5.061762415,94.623838437,3.984267344,91.345308615,3.558308025,28.158125133,47,0.986686234,659,253.5475300029,2.7913370125
1737,1747067166,43201.000,96.269634093,2.266198131,96.596089237,2.203636814,96.480729079,2.129864125,59.313025861,47,0.107320898,2052,247.1720649676,1.5827388588
1738,1747102969,28387.000,98.588636061,2.884954856,99.202085412,2.782390258,99.460885748,2.667748733,47.049933652,47,0.470516009,1390,247.9395009742,1.9142375714
1739,1747124513,12736.000,114.430034747,4.237863480,113.761611972,4.445662644,112.597479957,4.237662060,45.662249119,47,0.528028742,706,244.5782428065,2.6770519242
1742,1747139646,14856.000,119.447382684,4.325899756,119.688353251,4.197066998,119.499630365,4.042135294,46.786942366,47,0.481317264,874,243.7946749811,2.4973207577
1743,1747149901,3559.000,114.757963959,7.991717332,113.026711580,8.519171997,111.862649982,7.990189284,42.567360478,47,0.656535687,196,245.0781260604,4.9895662525
1744,1747173778,43204.000,124.351157088,2.643517300,123.276262451,2.559446486,124.306693173,2.417485000,46.197632805,47,0.505706771,2644,243.4405614210,1.3910745775
1745,1747196865,2955.000,136.248865003,9.691912605,136.851178987,10.189622788,134.727299928,9.623378566,40.443136051,47,0.739210286,196,245.0664405591,4.9170328609
1746,1747207704,17555.000,123.530326391,3.964396970,123.502790791,3.905190643,123.689801180,3.783075762,65.533482991,47,0.038139192,1069,245.7103642405,2.1738899389
1749,1747218065,725.000,185.671459777,59.755041639,164.750293678,26.912431844,151.290888455,20.588082192,26.374495356,47,0.993492938,54,239.1944649471,9.5968973616
1750,1747226709,15306.000,151.735018447,4.753543890,150.895034938,4.685711984,151.551910285,4.484648021,44.334500530,47,0.583611728,1142,242.8959540210,2.1004838587
1751,1747235592,1101.000,257.017904564,19.701129546,220.746873949,19.781153248,210.317084314,19.697999710,49.247857429,47,0.383304243,114,241.6749509545,6.6325283498
1752,1747241436,9113.000,174.530283396,6.642370030,175.509621531,6.444587800,174.970690816,6.244971750,39.591722180,47,0.769933335,785,242.7091430106,2.5589863268
1753,1747268024,43201.000,170.492207187,2.942634825,169.671703372,2.920163194,169.170401182,2.820290209,52.827210916,47,0.259141107,3598,242.5998251018,1.1792727693
1754,1747301564,23857.000,160.511828724,3.966935280,161.510286915,3.855170140,162.109375790,3.715135529,44.047469563,47,0.595592748,1904,240.3690824902,1.6399114724
1757,1747336268,43201.000,158.685263415,2.904036386,159.171753752,2.833017732,159.155588661,2.735536770,45.825127251,47,0.521225465,3385,242.2269109865,1.2272045034
1758,1747373751,31745.800,156.554004085,3.419012646,156.646130272,3.311050728,156.952519762,3.168980146,62.118347949,47,0.068769258,2453,242.3181350009,1.4513245951
1770,1747439965,43201.000,152.975195300,2.902133037,153.159188933,2.813918036,153.419404963,2.685788173,47.213539862,47,0.463827248,3263,245.0365534715,1.2146786478
1771,1747475207,27262.100,146.648138791,3.504288290,147.494209343,3.395077315,146.033934028,3.298570337,48.404385360,47,0.416016553,1960,240.8185949321,1.5929140188
1774,1747511518,43201.000,138.158424654,2.702848549,138.539170018,2.639038592,138.467713030,2.551560497,40.297481782,47,0.744579853,2945,242.2315795474,1.2912091446
1775,1747553481,40701.600,122.567811612,2.695114249,123.490137970,2.599962779,124.263872957,2.490262976,61.458113967,47,0.076613615,2490,246.5417983858,1.4457829362
1778,1747596527,43201.000,117.342327955,2.556109183,116.965806383,2.468078143,117.309658407,2.348542886,57.402702860,47,0.142238630,2495,246.8091511901,1.3953858711
1779,1747638633,40991.300,111.829150402,2.540804455,112.103785417,2.469005666,112.731874698,2.363502297,31.942166007,47,0.954319322,2275,245.4550084826,1.4566131325
1782,1747682143,43201.000,112.165161977,2.454488977,110.967800548,2.415395551,111.667510508,2.291368968,52.435279515,47,0.271414909,2375,244.0700815190,1.4433816958
1783,1747718946,804.000,42.378653126,63698.293226280,93.604405070,16.621995860,93.476554330,15.367450869,48.204602718,47,0.423916212,37,251.1445127696,12.2775253470
1784,1747733198,26875.700,113.021826345,3.089119436,112.572187569,3.033772764,112.687275500,2.918341138,45.770007582,47,0.523526746,1491,244.4368547396,1.8526034420
1787,1747769342,43201.000,121.622710875,2.506624720,121.543328030,2.465475200,121.353197735,2.388675870,32.542107409,47,0.946134819,2581,241.8420905049,1.4054020111
1788,1747812552,43201.000,121.159507394,2.542055760,121.759852983,2.476460449,121.870394626,2.393760624,69.440228968,47,0.018303881,2592,243.8102207440,1.4100905212
1792,1747858292,43201.000,119.521291482,2.482055227,119.675109970,2.441763618,119.613535466,2.371492599,43.010654881,47,0.638479107,2544,244.6155669545,1.4135091293
1793,1747884895,9985.000,118.402802005,5.335473730,119.260391096,5.197489205,121.039164316,4.962121954,57.853228672,47,0.133310535,595,244.0619591716,2.9957016473
1794,1747900226,19596.000,109.529415241,3.725321017,110.209963830,3.595458625,112.050882979,3.408022366,50.223230777,47,0.346942351,1081,248.4994479659,2.2275283646
1797,1747932877,43201.000,118.373028877,2.596106727,119.231020008,2.489742987,119.989678660,2.375218435,48.718086079,47,0.403725017,2552,243.9044385802,1.4069685831
1798,1747970975,32975.000,111.267278773,2.845485420,109.952624573,2.779946922,111.062627196,2.615592475,54.979527104,47,0.198083116,1803,244.7836248279,1.6674246481
2011,1748025736,23479.400,110.014742922,3.340978315,109.736822156,3.242103292,110.301538147,3.089060942,44.118169972,47,0.592644638,1275,251.2968111890,2.0020579607
2012,1748059190,43201.000,107.942921423,2.304238531,107.381937224,2.298199093,106.919037144,2.242124937,50.983429992,47,0.319837410,2274,243.4891187858,1.5097422893
2013,1748090553,19505.900,103.237971776,3.536339709,102.707672658,3.441141103,103.092620661,3.276498568,58.193534369,47,0.126856112,990,247.1668831986,2.2552736999
2016,1748122973,43201.000,94.505222603,2.275603712,93.672647862,2.227059841,94.506272937,2.107961174,44.767111922,47,0.565508752,2010,246.6386583418,1.5923484286
2017,1748159090,29010.900,91.235259705,2.797055779,89.539160583,2.637806366,89.270375437,2.500070576,33.750001298,47,0.926591490,1275,249.5894784944,1.9679729076
2020,1748194480,39515.400,83.165141559,2.139398851,83.475000536,2.101359896,82.965116320,2.065112718,36.038287573,47,0.877496843,1614,246.0621416998,1.7881866521
2021,1748236036,43201.000,83.059450311,2.152237698,83.536364232,2.070480948,83.551068164,1.982021187,50.198751474,47,0.347833844,1777,250.0675239801,1.6557556546
2024,1748264774,11995.900,95.006844550,4.194670388,94.695230420,4.154462154,94.992299977,4.010578049,41.807245302,47,0.686945711,561,249.9519299267,3.0123114428
2027,1748293575,43201.000,92.098855006,2.262212314,91.649922904,2.199831345,92.578533042,2.086351300,46.863021847,47,0.478186704,1969,246.1541939997,1.6775876156
2028,1748323348,16324.000,87.136355978,3.605349865,87.875475430,3.476434026,88.471093091,3.317925214,58.627858554,47,0.118972627,711,247.6937253867,2.6922556663
2029,1748346133,28359.900,88.531978862,2.650536477,88.630232774,2.592995538,88.239774833,2.513963902,40.925763000,47,0.721108773,1232,244.8149394991,2.0683462051
2032,1748383654,43201.000,91.917239097,2.252023709,92.707637881,2.176469635,93.001695458,2.091114061,63.047384546,47,0.058876286,1978,247.7463265329,1.5815709641
2033,1748422541,34553.400,88.336328600,2.433896272,87.504864456,2.398370017,88.118931759,2.275979821,40.398278043,47,0.740868754,1499,245.9170164970,1.8439303260
2036,1748462576,43201.000,88.635745315,2.076966452,88.355140573,2.070394596,87.641638187,2.029960245,49.934893853,47,0.357514161,1864,248.1689623655,1.6478098538
2037,1748505786,43201.000,85.640116258,2.067323711,85.618181369,2.048350958,85.384771967,2.003652953,71.364567979,47,0.012473317,1816,247.4027145064,1.6939989382
2041,1748550297,43201.000,77.681322772,1.979383236,77.022251132,1.978099429,77.156613876,1.904666175,61.707483262,47,0.073567940,1641,247.4710866626,1.7743885367
2042,1748584844,25874.400,78.800120282,2.665864298,79.375087868,2.578349591,79.131358734,2.492403525,57.668648123,47,0.136915126,1008,248.1049627980,2.1053730691
2058,1748642718,43201.000,89.124305504,2.174565816,89.360046549,2.112239280,89.052179574,2.046230558,60.701766143,47,0.086493258,1894,249.0650225632,1.6141519608
2059,1748682048,35442.200,95.502675804,2.546460549,95.591945664,2.467844849,96.397039892,2.350448296,40.978627126,47,0.719098451,1682,246.0744927824,1.7795407323
2062,1748722489,43201.000,99.443703082,2.239366814,98.778272005,2.228444615,98.596842960,2.153097982,44.694773509,47,0.568538266,2097,247.4442369695,1.5707244508
2063,1748751559,14919.000,99.623120392,4.134544518,97.363495079,3.973611288,99.525883500,3.681097775,63.936849437,47,0.050559897,731,253.9086522013,2.5131559336
2064,1748772929,26472.200,93.136311073,2.929967815,93.191419920,2.849707605,94.838966794,2.697600159,52.212481681,47,0.278546643,1236,249.6197351407,1.9774614276
2067,1748808848,43201.000,88.832263014,2.160594017,88.509713484,2.110685724,87.970764510,2.033768294,51.843479299,47,0.290600999,1871,249.6316080299,1.6339490673
2068,1748852060,43201.000,82.259533388,2.070420095,82.097598928,2.036323372,82.140526777,1.965219348,61.788264522,47,0.072603109,1747,247.9558958138,1.6918793918
2071,1748896351,43201.000,82.888074089,2.082721517,83.113416449,2.023989288,82.375617008,1.968029616,39.758758072,47,0.764036067,1752,248.6025219466,1.7467751369
2072,1748938515,41105.500,87.086464609,2.218607941,87.203052104,2.159136858,87.266818381,2.076604510,47.296978179,47,0.460425765,1766,249.1701929360,1.6796302307
2075,1748960601,429.000,121.478567682,36.436652301,124.452066315,20.695195709,71.021909633,18.337778215,18.619907466,47,0.999932616,15,243.9046956077,16.9643049232
2076,1748962568,2405.000,90.220558008,9.278888782,90.587051477,8.698408561,89.525996359,8.695533458,32.496713483,47,0.946788300,106,243.7614519652,7.6460103494
2077,1748966647,4626.000,92.281095387,7.259233519,94.335380475,6.904339807,95.721444483,6.483074270,52.304948539,47,0.275573295,218,247.1688054134,5.2145131473
2078,1748971697,3402.000,110.393479427,9.860090953,110.433315589,8.650948923,106.875239322,7.988230442,42.591595754,47,0.655554021,179,248.1887736626,5.5026047722
2079,1748986237,23704.000,109.695935087,3.371464445,111.391741817,3.195721281,110.370396590,3.075350867,51.625835542,47,0.297850611,1288,248.0221347091,1.9878838973
2080,1749019881,42569.400,108.615716850,2.506895415,109.476188952,2.418069950,110.891171932,2.300270508,46.820711684,47,0.479927133,2324,247.0048755106,1.4737882621
2083,1749050473,16300.000,121.956801391,4.171556282,120.777976530,4.087339981,121.250521281,3.887113254,36.833999164,47,0.856617565,973,245.1857378744,2.3273375735
2084,1749060338,315.000,122.352723735,27.382210658,123.089426751,35.092750639,116.070092314,27.357983123,24.226915015,47,0.997609948,18,251.2786299394,13.8700817775
2085,1749081335,40368.500,131.208218030,2.693355748,130.825734104,2.654294586,130.623240741,2.563705353,69.888039775,47,0.016762004,2596,243.9924468095,1.4059614360
2086,1749116811,29804.800,139.872853448,3.357362763,139.898372783,3.249364647,140.663642581,3.096185790,44.938566800,47,0.558326313,2064,243.8581093316,1.5217191646
2089,1749154460,43201.000,134.966962058,2.632615024,134.756042612,2.592806486,134.283540054,2.512717592,53.423015463,47,0.241156947,2856,242.8024954020,1.3042125535
2090,1749189918,27694.700,125.808996586,3.227303590,125.844339716,3.146417290,125.490752351,3.033798402,48.943394491,47,0.394986580,1711,242.7731139025,1.7027570317
2108,1749256107,43201.000,120.801120841,2.438884222,120.399189637,2.361377805,118.579512611,2.361223625,39.564816643,47,0.770877031,2522,244.1814747799,1.3910872881
2109,1749291245,27055.200,109.514202522,3.014969976,109.105733563,2.955991967,108.411367604,2.852930726,42.723415374,47,0.650202968,1444,247.4031714258,1.8072174804
2112,1749327555,43201.000,107.717626174,2.358097671,107.632541471,2.324483030,107.718343930,2.250490186,60.673601856,47,0.086880358,2291,244.8625595287,1.4924478212
2113,1749369467,40603.500,98.704198738,2.467727441,99.939148221,2.339256181,99.851695655,2.234987898,50.388623378,47,0.340948919,1996,246.4799984994,1.5485814209
2118,1749425167,43201.000,86.184443347,2.078560540,85.848836396,2.065103200,85.572844152,2.005858406,46.616051388,47,0.488365499,1820,245.7038584299,1.6644500672
2119,1749462199,30845.300,83.966173522,2.519423729,84.645832692,2.437186053,84.356491733,2.356915133,51.987191705,47,0.285870597,1281,248.2534520430,2.0050885482
2122,1749500362,43201.000,78.886880821,1.910489160,78.201758701,1.967106950,77.626794338,1.910460731,54.933595552,47,0.199272740,1651,247.4206475648,1.7515385689
2123,1749540543,37140.000,74.412274695,2.126128626,72.711090102,2.145312782,73.395425902,2.003515640,44.661085985,47,0.569948847,1342,248.1007214745,1.8683123148
2126,1749581807,43201.000,80.602809462,2.049027259,79.969226942,2.026079611,80.118750789,1.940883080,42.418434814,47,0.662552852,1704,246.9478460113,1.7334751507
2127,1749609416,11994.000,73.978904009,3.751865196,74.100018773,3.643985748,73.499445650,3.528086292,50.066452109,47,0.352671443,434,247.4355326163,3.4426976952
2128,1749632251,31198.500,78.405601759,2.430881465,78.214401723,2.365258333,78.518496027,2.260988318,48.438430831,47,0.414675795,1206,246.5095932782,1.9667387530
2131,1749663366,28901.000,81.937138600,2.530171399,81.863410486,2.460948443,80.894842201,2.384422275,42.321829651,47,0.666441617,1151,247.7723925890,2.1508136224
2132,1749699884,43201.000,77.638097021,2.093657380,78.561238954,2.006445030,78.708209401,1.923721973,51.920064612,47,0.288074500,1674,246.3619359433,1.6891387205
2133,1749722556,2126.000,129.821266200,9.215280595,97.453357510,9.217702031,88.854221657,9.213753573,24.398515473,47,0.997394703,93,248.9746180983,6.9022699830
2136,1749746477,43201.000,90.915017725,2.208571919,90.857256796,2.154359742,90.979919469,2.068259669,55.776161984,47,0.178235173,1935,244.1030015980,1.6208788884
2137,1749784067,31957.400,88.721116374,2.546806753,89.171262779,2.475585454,89.365987890,2.383304869,39.663058844,47,0.767422857,1406,247.5946193513,1.8485035386
2153,1749844741,43201.000,95.455983451,2.207211400,95.958690971,2.160576005,95.446633862,2.118422584,69.645082180,47,0.017583362,2030,246.8350985100,1.5525616572
2154,1749886529,40354.300,92.711656113,2.349073611,92.918302461,2.263258254,93.018756005,2.163812093,36.844612152,47,0.856325946,1848,246.3314105965,1.6830887917
2157,1749929387,43201.000,94.832467294,2.261232674,95.290029566,2.195258425,95.258561677,2.116334439,40.385526417,47,0.741339430,2026,249.6286495987,1.5200675451
2158,1749972600,43201.000,91.086885816,2.162129699,91.024138443,2.129399636,90.838865331,2.066655745,51.676611149,47,0.296150126,1932,247.8546351029,1.6398560338
2159,1750002028,15636.000,87.448335172,3.691558247,87.261222436,3.579852789,88.336793204,3.387561381,59.030703108,47,0.112007608,680,247.8037004573,2.6831415018
2162,1750032515,43201.000,83.754296339,2.148663760,83.379628818,2.093032360,84.068266673,1.988146285,50.489651093,47,0.337313816,1788,247.2627958348,1.6943207841
2163,1750071178,34106.000,88.265149661,2.456552358,89.248604595,2.380840153,89.334425710,2.306604953,45.066104518,47,0.552982937,1500,243.6986336015,1.8988425554
2166,1750110930,43201.000,90.045548641,2.263014445,91.383739577,2.170379946,91.779226255,2.077325180,49.379372181,47,0.378304642,1952,249.1821159627,1.5804646100
2167,1750151219,37359.300,97.086584650,2.379684979,96.616527720,2.362984822,96.561190095,2.291295641,54.774955724,47,0.203419592,1776,245.9680770029,1.6672572270
2170,1750185937,29117.000,99.787377195,2.792214835,100.674703058,2.720490189,100.455621332,2.647238060,37.588279690,47,0.835047641,1440,250.6134788096,1.8711599099
2172,1750229607,15955.000,106.453976579,3.860315411,105.462167429,3.818360942,105.157830423,3.658908876,70.018649414,47,0.016334911,826,250.3713402956,2.4937984452
2173,1750248436,20822.900,116.070970407,3.604184150,114.908613369,3.526244323,115.496511665,3.356549191,54.431803920,47,0.212591875,1184,246.9368665314,2.0580866290
2176,1750272466,24835.000,116.027277218,3.430600294,117.845904433,3.268675801,118.839229810,3.117647584,34.962553206,47,0.902596398,1453,246.3407688677,1.9035900953
2177,1750286559,2416.000,117.451449335,10.767550275,121.239042230,10.542150212,117.703529044,9.947763837,29.109805339,47,0.981216702,140,248.2082813200,5.9787126889
2178,1750309876,43201.000,118.186986198,2.406724966,118.664170758,2.374211387,117.639151686,2.351842485,48.515278126,47,0.411655413,2502,245.9207436331,1.3994036906
2181,1750354216,43201.000,126.540165246,2.508235308,126.396142540,2.485694663,125.820291731,2.432246759,61.711716394,47,0.073517118,2676,246.2418497548,1.3494616112
2182,1750385549,19442.000,123.775018044,3.560029482,122.732453854,3.579356956,121.296888211,3.559865172,40.986259128,47,0.718807788,1161,248.1599987408,2.0643060612
2183,1750403209,14886.100,121.992244880,4.488283840,121.170512046,4.320699649,121.987397254,4.079868880,48.589547247,47,0.408744340,894,243.9861318993,2.2809187719
2683,1752105311,43201.000,82.523323804,2.068845958,82.035047477,2.000796769,82.005849624,1.903000405,56.317501934,47,0.165588030,1857,246.5253641007,1.6316996606
2686,1752146718,21602.100,87.827077916,2.885170524,87.839230218,2.838245403,87.077844747,2.773123517,55.114084177,47,0.194626570,986,245.9271986551,2.2717349697
2689,1752180210,43201.000,82.600413126,2.032723842,81.237455676,2.014225368,81.785047660,1.900436749,24.605542949,47,0.997113411,1852,250.0870329736,1.6762579216
2690,1752211939,20233.000,79.090854446,3.006123612,79.235068981,2.867263491,79.109457783,2.731161787,57.540187715,47,0.139467301,839,247.7074372863,2.5680442054
2727,1752281745,23343.000,76.095936944,2.614185798,76.711858009,2.552664641,76.170353458,2.495042885,48.920164296,47,0.395883955,932,252.2339830630,2.2571835713
2728,1752317836,37739.500,79.626890780,2.163999926,79.478566394,2.101632868,79.769631427,2.008094219,51.854960955,47,0.290221410,1578,249.0045469432,1.7980628935
2731,1752357408,39162.000,76.638168951,2.056521470,76.503413721,2.007650370,76.384972012,1.929011846,42.679676564,47,0.651980631,1568,249.4283360576,1.8104202833
2732,1752378060,217.000,294.946408850,317.786697986,104.556492872,68.647108353,79.124231359,26.374743786,22.322850546,47,0.999153515,9,251.4741809844,21.9381018715
2733,1752400324,43104.300,72.269495253,1.908354282,72.707288389,1.855684233,72.762555756,1.794556096,47.935702321,47,0.434631467,1644,251.3034632985,1.8015366882
2736,1752442989,39671.000,69.071199144,1.898508757,68.184372631,1.886798902,68.239521993,1.811526862,72.848728552,47,0.009192933,1419,250.2999461109,1.8337089414
2737,1752466775,6536.000,65.893206069,4.554688173,66.108884381,4.504936314,66.258338646,4.397720395,45.757925254,47,0.524031336,227,254.3959249571,4.4078085006
2738,1752487117,30865.800,72.564144928,2.381976472,71.747187220,2.267925165,72.686961149,2.119594831,39.869864430,47,0.760077156,1176,248.8289821030,2.1516984769
2741,1752525766,43201.000,63.037156441,1.806934929,62.354622679,1.773641138,63.281843032,1.671691076,53.593766676,47,0.236154520,1433,251.3771333123,1.8946051027
2742,1752548604,2455.000,53.906146388,7.592081501,52.323590312,7.155505553,54.396789968,6.501659963,43.076454063,47,0.635782063,70,244.0906171191,8.5385017080
2744,1752570175,38269.900,63.418349015,1.951740602,64.273870623,1.876937503,64.855482956,1.798076021,37.652163009,47,0.833143212,1301,248.1371034137,1.9742410551
2747,1752612423,43201.000,66.605765052,1.811976444,66.743026485,1.774241562,66.770514072,1.717152333,63.576911383,47,0.053795971,1512,251.8750434929,1.8478455617
2748,1752655058,42051.600,73.243907222,1.913296325,73.197045574,1.882389585,73.177668982,1.822054602,51.158962603,47,0.313743851,1613,250.1164846998,1.7776495823
2751,1752697218,39419.000,81.297705715,2.008088982,80.753252768,2.004883185,80.145927337,1.969478717,53.144033684,47,0.249475903,1656,251.7104146264,1.7375547327
2752,1752720359,2381.000,120.311708868,8.335913879,93.850687788,8.331983038,86.534858655,8.326820657,31.598807869,47,0.958575114,108,250.8633737802,7.8656695993
2753,1752730118,15788.000,75.567017278,3.064747380,75.417917784,3.049533774,74.918884153,3.008814793,44.929087661,47,0.558723449,620,249.6714311893,2.8689294261
2769,1752766007,4196.000,79.510936002,6.182813936,77.255076078,5.876516315,75.929006997,5.875562964,29.266630011,47,0.980167185,167,247.0211167582,5.0419953542
2770,1752789814,39915.000,75.436810603,2.107862539,76.010703119,2.010804406,76.521227291,1.912433140,49.959796126,47,0.356595057,1601,250.9057752186,1.7995908092
2771,1752828230,35242.800,79.067328122,2.131262752,79.269935988,2.101984438,78.816600353,2.065556176,73.551738989,47,0.007933769,1456,245.1675208609,1.9476207320
2774,1752868589,43201.000,76.757904485,1.979426598,76.113369283,1.923049206,75.867555010,1.830393684,43.919838253,47,0.600908978,1718,250.2756086714,1.8004846482
2775,1752911801,43201.000,79.460376255,1.892461628,79.379485482,1.884702124,78.737980549,1.864698409,53.982787902,47,0.225011812,1783,249.4381475605,1.7321241189
2778,1752956197,43201.000,70.726006241,1.804353407,70.651639496,1.792803181,70.215024718,1.760887015,46.625902341,47,0.487958618,1590,249.7481709380,1.8604236224
2779,1752995217,34821.000,72.042849568,2.113147287,72.732433019,2.058062678,72.758471089,1.996569934,38.682196777,47,0.800831326,1328,248.8129926443,1.9607429110
2782,1753036218,43201.000,68.008321383,1.767864954,67.834740443,1.757633694,67.344599180,1.724518472,44.702064491,47,0.568232953,1525,248.5101356091,1.8686468551
2783,1753063126,10597.100,71.530186589,4.115312506,74.020207011,3.873534053,74.711557932,3.667446138,50.890857110,47,0.323076520,415,254.6056136328,3.7607841112
2784,1753089236,39692.500,72.802566530,1.961020847,73.074899436,1.920497880,72.864749536,1.871405389,35.198371368,47,0.897403049,1516,250.0552586676,1.9237265319
2787,1753131846,43201.000,73.104759293,1.872906632,72.736465540,1.854334963,72.732167114,1.792172167,66.116513581,47,0.034316093,1647,250.0584671329,1.7572045096
2788,1753155130,3349.000,69.254037553,7.501141443,69.734158596,7.225619409,75.194402410,6.544832656,51.767097718,47,0.293133529,132,249.3577220086,6.0098443229
2789,1753174258,33558.100,70.955479911,2.131662761,71.476585280,2.076915249,71.517118145,2.016367483,45.347358182,47,0.541202536,1258,249.7835861313,2.0214355075
2792,1753213825,43201.000,72.417450372,1.906902895,72.480923045,1.869586528,73.041289864,1.795976631,46.756251576,47,0.482581444,1654,247.3245706166,1.8252000660
2793,1753239749,8629.000,72.872790260,4.235370653,74.044579220,4.125883122,72.074868657,3.991857776,34.739563915,47,0.907348210,326,258.4860373606,3.9448318592
2794,1753261381,30795.400,73.201711707,2.191592814,73.194312998,2.165350914,72.667277776,2.121728867,48.927636508,47,0.395595215,1173,250.9752721416,2.1170924273
2797,1753299510,43201.000,74.513742971,1.932629799,73.987280585,1.889463776,74.012818508,1.807881397,50.564638371,47,0.334628542,1676,249.6548926106,1.7597609380
2798,1753324346,6452.000,68.316975866,4.735449238,69.208524328,4.625891795,69.190780119,4.523142795,35.765444998,47,0.884204592,234,244.9298792301,4.7550903246
2799,1753346192,35480.900,78.908605102,2.100117252,78.833516383,2.087242914,78.341458533,2.052399390,54.236334879,47,0.217940406,1457,250.7209502999,1.8833152152
2802,1753386755,43201.000,82.576276444,2.046192520,82.780112951,1.993619174,83.109859447,1.915767222,37.686621136,47,0.832111032,1882,247.6339051049,1.6566748955
2803,1753411093,5456.000,71.211149570,5.367345125,72.160324383,5.207522460,72.031023750,5.018639230,34.759342203,47,0.906932975,206,246.4384542161,4.7994054177
2804,1753414602,246.000,-136289.799493292,169757380098.091156006,88.870000266,24.876975717,77.551753410,24.524017731,13.795841272,47,0.999999431,10,244.3245762239,16.1003316997
2805,1753424211,17909.000,89.149722837,3.379518938,89.058852693,3.226273214,88.842637425,3.076368936,43.483525033,47,0.619013707,834,245.5489663194,2.4927133828
2872,1753711720,900.200,151.839030632,55.162510067,129.530408562,16.451737250,127.308848636,16.435501686,34.211417541,47,0.917990342,60,244.7364294439,7.4366421476
