run,time_Unix,Duration_s,Phase,N_orig,N_cut,cut_file,A_mBq_m-3,Delta_A
1547,1744351973.78771,16444.9,0,49533,1104,run_1547_cut.root,0.2890616787833423,0.028906167878334235
